publication_date,day,month,year
9/7/1995,7,9,1995
1/2/2007,2,1,2007
6/29/2004,29,6,2004
6/2/2005,2,6,2005
4/18/2002,18,4,2002
1/14/2002,14,1,2002
11/1/2005,1,11,2005
10/18/1996,18,10,1996
9/7/2004,7,9,2004
10/29/1991,29,10,1991
10/28/1999,28,10,1999
1/25/2001,25,1,2001
11/12/1986,12,11,1986
1/1/1989,1,1,1989
11/15/1998,15,11,1998
12/1/2000,1,12,2000
6/4/1998,4,6,1998
11/1/2001,1,11,2001
5/1/2006,1,5,2006
7/31/2007,31,7,2007
9/1/2006,1,9,2006
3/31/1996,31,3,1996
10/1/2002,1,10,2002
7/25/2006,25,7,2006
5/9/2006,9,5,2006
6/27/2006,27,6,2006
11/13/2006,13,11,2006
1/1/2006,1,1,2006
3/12/2002,12,3,2002
1/14/2002,14,1,2002
2/24/2004,24,2,2004
4/3/2007,3,4,2007
9/7/2004,7,9,2004
11/1/2000,1,11,2000
5/1/2005,1,5,2005
1/2/2007,2,1,2007
10/28/1999,28,10,1999
6/1/2002,1,6,2002
11/1/2005,1,11,2005
9/13/2006,13,9,2006
10/1/2006,1,10,2006
12/27/1989,27,12,1989
6/1/2000,1,6,2000
10/14/2003,14,10,2003
1/19/2006,19,1,2006
7/6/2006,6,7,2006
8/1/1997,1,8,1997
10/9/2001,9,10,2001
5/25/1999,25,5,1999
5/31/2005,31,5,2005
8/1/2001,1,8,2001
9/23/1985,23,9,1985
6/1/2001,1,6,2001
9/15/2004,15,9,2004
4/27/1978,27,4,1978
10/14/2002,14,10,2002
8/8/2006,8,8,2006
1/25/2005,25,1,2005
4/1/1996,1,4,1996
5/31/1994,31,5,1994
8/26/2004,26,8,2004
2/28/2006,28,2,2006
10/30/2001,30,10,2001
1/7/2003,7,1,2003
10/15/1997,15,10,1997
11/7/1995,7,11,1995
6/27/2006,27,6,2006
8/27/1996,27,8,1996
5/2/2006,2,5,2006
8/5/1998,5,8,1998
4/25/1995,25,4,1995
9/28/2004,28,9,2004
6/15/1998,15,6,1998
2/28/1971,28,2,1971
7/25/2006,25,7,2006
3/23/1989,23,3,1989
6/1/2007,1,6,2007
11/22/2004,22,11,2004
9/13/2005,13,9,2005
4/19/2005,19,4,2005
9/12/2006,12,9,2006
11/1/1985,1,11,1985
11/23/2004,23,11,2004
11/24/2004,24,11,2004
10/7/1995,7,10,1995
10/17/2006,17,10,2006
9/1/1996,1,9,1996
2/1/2006,1,2,2006
4/12/1979,12,4,1979
12/1/2002,1,12,2002
3/23/1994,23,3,1994
6/18/2002,18,6,2002
5/1/1997,1,5,1997
11/30/1990,30,11,1990
10/20/1976,20,10,1976
8/31/2001,31,8,2001
10/25/2001,25,10,2001
6/1/2003,1,6,2003
6/7/2004,7,6,2004
4/19/1995,19,4,1995
6/29/2004,29,6,2004
6/1/2004,1,6,2004
5/15/2000,15,5,2000
11/7/2006,7,11,2006
5/4/2001,4,5,2001
1/26/2010,26,1,2010
2/1/1998,1,2,1998
3/1/1997,1,3,1997
6/10/1999,10,6,1999
11/23/2004,23,11,2004
12/1/1995,1,12,1995
3/25/1982,25,3,1982
1/1/1997,1,1,1997
4/10/2007,10,4,2007
6/1/2004,1,6,2004
9/1/1997,1,9,1997
5/29/2007,29,5,2007
2/1/2000,1,2,2000
9/1/1992,1,9,1992
8/22/2006,22,8,2006
12/27/2005,27,12,2005
7/1/2005,1,7,2005
10/1/1998,1,10,1998
10/28/1999,28,10,1999
1/30/2003,30,1,2003
9/1/2005,1,9,2005
12/28/2004,28,12,2004
10/1/2006,1,10,2006
12/1/1997,1,12,1997
9/17/1998,17,9,1998
4/10/2001,10,4,2001
5/31/1995,31,5,1995
1/17/1974,17,1,1974
4/11/2006,11,4,2006
10/15/1997,15,10,1997
4/8/1998,8,4,1998
4/4/2006,4,4,2006
8/2/2001,2,8,2001
12/4/2001,4,12,2001
12/30/1991,30,12,1991
12/6/2005,6,12,2005
3/1/2005,1,3,2005
9/28/2004,28,9,2004
3/14/2000,14,3,2000
9/7/1999,7,9,1999
9/25/2003,25,9,2003
8/1/1989,1,8,1989
1/4/2005,4,1,2005
2/1/2005,1,2,2005
5/1/1998,1,5,1998
5/10/2006,10,5,2006
5/1/1992,1,5,1992
3/6/2018,6,3,2018
8/25/1992,25,8,1992
5/5/1999,5,5,1999
6/3/2003,3,6,2003
4/7/1999,7,4,1999
8/31/2004,31,8,2004
10/1/1998,1,10,1998
10/29/2006,29,10,2006
12/30/1998,30,12,1998
4/25/2006,25,4,2006
8/7/2001,7,8,2001
3/25/2003,25,3,2003
4/1/1997,1,4,1997
5/1/1995,1,5,1995
4/1/2001,1,4,2001
5/1/2004,1,5,2004
5/10/2011,10,5,2011
7/12/1985,12,7,1985
5/11/2005,11,5,2005
11/29/2005,29,11,2005
9/26/2006,26,9,2006
8/1/2003,1,8,2003
2/9/2006,9,2,2006
12/8/1980,8,12,1980
10/15/2006,15,10,2006
7/19/2001,19,7,2001
11/1/2006,1,11,2006
9/5/2000,5,9,2000
4/1/2003,1,4,2003
8/10/1993,10,8,1993
11/14/2006,14,11,2006
11/18/1976,18,11,1976
1/2/2007,2,1,2007
11/1/1991,1,11,1991
12/15/2006,15,12,2006
1/9/2001,9,1,2001
7/7/1987,7,7,1987
3/7/2006,7,3,2006
4/1/2003,1,4,2003
3/6/1997,6,3,1997
10/1/2005,1,10,2005
4/1/2006,1,4,2006
9/1/1997,1,9,1997
7/25/1996,25,7,1996
3/7/2000,7,3,2000
1/1/1992,1,1,1992
10/1/1997,1,10,1997
3/28/2006,28,3,2006
10/24/2006,24,10,2006
5/16/2006,16,5,2006
4/30/2002,30,4,2002
2/28/2006,28,2,2006
11/28/2006,28,11,2006
11/1/2005,1,11,2005
10/25/1999,25,10,1999
3/1/2005,1,3,2005
9/8/2001,8,9,2001
12/31/2002,31,12,2002
2/16/2004,16,2,2004
1/27/1999,27,1,1999
7/1/1995,1,7,1995
9/17/2001,17,9,2001
8/26/2003,26,8,2003
5/31/1990,31,5,1990
12/21/2004,21,12,2004
11/21/2006,21,11,2006
7/1/2003,1,7,2003
8/3/2006,3,8,2006
2/1/2006,1,2,2006
11/1/1998,1,11,1998
2/18/2014,18,2,2014
9/1/1998,1,9,1998
2/6/2004,6,2,2004
1/1/1992,1,1,1992
4/17/2002,17,4,2002
9/12/2017,12,9,2017
5/11/2003,11,5,2003
12/7/2004,7,12,2004
5/15/2004,15,5,2004
10/4/1976,4,10,1976
10/24/2006,24,10,2006
8/1/2002,1,8,2002
7/22/1999,22,7,1999
4/17/2000,17,4,2000
6/8/2004,8,6,2004
1/16/2000,16,1,2000
11/12/1985,12,11,1985
5/1/2004,1,5,2004
2/1/1989,1,2,1989
11/2/2004,2,11,2004
6/1/1992,1,6,1992
7/6/2006,6,7,2006
9/17/2006,17,9,2006
4/17/2001,17,4,2001
12/1/1994,1,12,1994
7/23/2001,23,7,2001
11/3/2006,3,11,2006
10/23/2007,23,10,2007
9/20/2006,20,9,2006
2/7/2006,7,2,2006
9/23/2004,23,9,2004
8/22/2006,22,8,2006
9/5/2000,5,9,2000
9/24/2002,24,9,2002
7/15/1986,15,7,1986
4/1/2006,1,4,2006
2/3/2000,3,2,2000
9/1/1990,1,9,1990
9/1/2006,1,9,2006
8/3/2004,3,8,2004
6/6/2006,6,6,2006
8/1/2005,1,8,2005
8/1/2006,1,8,2006
6/5/2001,5,6,2001
5/31/2005,31,5,2005
5/26/1995,26,5,1995
1/1/2002,1,1,2002
8/15/2000,15,8,2000
9/4/2001,4,9,2001
4/4/2005,4,4,2005
2/20/1996,20,2,1996
5/5/2005,5,5,2005
12/7/2004,7,12,2004
11/1/1992,1,11,1992
11/7/2006,7,11,2006
9/17/2004,17,9,2004
2/1/2001,1,2,2001
5/10/2007,10,5,2007
12/1/1992,1,12,1992
9/1/2004,1,9,2004
9/13/2005,13,9,2005
2/1/2010,1,2,2010
5/2/2006,2,5,2006
10/31/1991,31,10,1991
1/20/2004,20,1,2004
4/22/1997,22,4,1997
7/3/1990,3,7,1990
1/18/2001,18,1,2001
4/1/1991,1,4,1991
8/28/2001,28,8,2001
4/27/2000,27,4,2000
7/6/1971,6,7,1971
2/1/1999,1,2,1999
3/27/2003,27,3,2003
7/25/2006,25,7,2006
9/15/2001,15,9,2001
10/17/2006,17,10,2006
8/27/1996,27,8,1996
1/20/1998,20,1,1998
2/1/2005,1,2,2005
6/1/1994,1,6,1994
1/1/2005,1,1,2005
5/1/2000,1,5,2000
1/13/1994,13,1,1994
9/24/2004,24,9,2004
4/1/2000,1,4,2000
9/7/1989,7,9,1989
8/5/1997,5,8,1997
12/6/2005,6,12,2005
7/6/2006,6,7,2006
9/2/2002,2,9,2002
7/26/2005,26,7,2005
5/1/2004,1,5,2004
7/3/2000,3,7,2000
10/16/2001,16,10,2001
12/1/2002,1,12,2002
3/31/2003,31,3,2003
11/29/2005,29,11,2005
5/2/2006,2,5,2006
7/27/1991,27,7,1991
5/4/2004,4,5,2004
1/15/1969,15,1,1969
4/15/1997,15,4,1997
10/5/2000,5,10,2000
12/6/1994,6,12,1994
10/24/2006,24,10,2006
2/25/2003,25,2,2003
1/1/2005,1,1,2005
9/1/1988,1,9,1988
6/3/2003,3,6,2003
5/1/2006,1,5,2006
2/7/2006,7,2,2006
8/1/2004,1,8,2004
8/16/2016,16,8,2016
8/1/1996,1,8,1996
3/1/1998,1,3,1998
6/10/1999,10,6,1999
4/5/2007,5,4,2007
6/1/1999,1,6,1999
10/17/2003,17,10,2003
7/22/2004,22,7,2004
1/3/2006,3,1,2006
7/20/1990,20,7,1990
6/25/2002,25,6,2002
4/13/2004,13,4,2004
3/5/2002,5,3,2002
1/4/2000,4,1,2000
1/13/1994,13,1,1994
3/15/2003,15,3,2003
5/18/2006,18,5,2006
7/26/2005,26,7,2005
10/1/1989,1,10,1989
10/24/2006,24,10,2006
9/10/2007,10,9,2007
5/3/2005,3,5,2005
10/18/2000,18,10,2000
3/28/2006,28,3,2006
3/13/2007,13,3,2007
11/1/2005,1,11,2005
9/2/2002,2,9,2002
11/28/2006,28,11,2006
4/5/1995,5,4,1995
2/24/1998,24,2,1998
9/28/2004,28,9,2004
10/1/1996,1,10,1996
1/25/2001,25,1,2001
10/1/1992,1,10,1992
6/1/2000,1,6,2000
2/1/1997,1,2,1997
3/27/2007,27,3,2007
9/17/2007,17,9,2007
4/1/2005,1,4,2005
9/13/1993,13,9,1993
3/9/1999,9,3,1999
11/14/2006,14,11,2006
6/12/2001,12,6,2001
1/11/1995,11,1,1995
7/30/2002,30,7,2002
9/26/2006,26,9,2006
8/26/2003,26,8,2003
8/6/1996,6,8,1996
7/20/2004,20,7,2004
6/5/2007,5,6,2007
11/1/2004,1,11,2004
1/27/2005,27,1,2005
5/2/2006,2,5,2006
10/28/2003,28,10,2003
9/1/1992,1,9,1992
5/1/1996,1,5,1996
3/28/2006,28,3,2006
5/17/2002,17,5,2002
12/28/2004,28,12,2004
11/12/1989,12,11,1989
2/8/2000,8,2,2000
5/2/2006,2,5,2006
1/1/2005,1,1,2005
9/29/1983,29,9,1983
10/12/1984,12,10,1984
2/16/1995,16,2,1995
9/22/1997,22,9,1997
7/1/1989,1,7,1989
9/1/1998,1,9,1998
6/15/2001,15,6,2001
11/28/2006,28,11,2006
1/17/1965,17,1,1965
7/1/1999,1,7,1999
8/1/2006,1,8,2006
12/1/2001,1,12,2001
8/13/2002,13,8,2002
7/1/2008,1,7,2008
6/6/2006,6,6,2006
11/1/2003,1,11,2003
4/30/2003,30,4,2003
11/1/2001,1,11,2001
4/1/2002,1,4,2002
6/29/2004,29,6,2004
9/17/2004,17,9,2004
5/27/2003,27,5,2003
2/17/2005,17,2,2005
1/8/2002,8,1,2002
11/29/2005,29,11,2005
1/6/1999,6,1,1999
3/8/2002,8,3,2002
6/16/1994,16,6,1994
5/1/2000,1,5,2000
11/9/2004,9,11,2004
2/1/1993,1,2,1993
6/1/2002,1,6,2002
1/23/2001,23,1,2001
7/30/1972,30,7,1972
7/27/2004,27,7,2004
7/17/1989,17,7,1989
1/1/2006,1,1,2006
10/26/2007,26,10,2007
10/1/2006,1,10,2006
3/16/2000,16,3,2000
3/31/2005,31,3,2005
11/1/2004,1,11,2004
10/3/2000,3,10,2000
9/30/2003,30,9,2003
7/12/2005,12,7,2005
11/14/2006,14,11,2006
1/3/2006,3,1,2006
11/1/2008,1,11,2008
5/1/2005,1,5,2005
4/23/2009,23,4,2009
12/4/2001,4,12,2001
11/27/2001,27,11,2001
2/3/2004,3,2,2004
3/1/2001,1,3,2001
3/12/2002,12,3,2002
7/1/2006,1,7,2006
9/18/1992,18,9,1992
4/25/2006,25,4,2006
12/6/2005,6,12,2005
12/1/2004,1,12,2004
2/1/2004,1,2,2004
7/5/2006,5,7,2006
9/4/2001,4,9,2001
7/26/2005,26,7,2005
1/25/2005,25,1,2005
7/1/2009,1,7,2009
11/28/1999,28,11,1999
7/1/2006,1,7,2006
10/1/1999,1,10,1999
5/7/2007,7,5,2007
6/1/2006,1,6,2006
4/1/1998,1,4,1998
6/30/2006,30,6,2006
6/14/2011,14,6,2011
3/1/2001,1,3,2001
1/2/2007,2,1,2007
4/17/1995,17,4,1995
3/1/1992,1,3,1992
10/14/2001,14,10,2001
10/17/2003,17,10,2003
5/10/2005,10,5,2005
7/1/2006,1,7,2006
9/1/1999,1,9,1999
9/30/2004,30,9,2004
11/1/1986,1,11,1986
8/30/2005,30,8,2005
6/1/2006,1,6,2006
1/31/2006,31,1,2006
2/7/2006,7,2,2006
11/12/1997,12,11,1997
1/15/1974,15,1,1974
4/26/2001,26,4,2001
10/28/2004,28,10,2004
3/1/2006,1,3,2006
9/6/2001,6,9,2001
1/3/2000,3,1,2000
1/1/1970,1,1,1970
1/1/2003,1,1,2003
1/12/1994,12,1,1994
9/1/1998,1,9,1998
7/10/2007,10,7,2007
11/23/2004,23,11,2004
12/7/2004,7,12,2004
7/1/2005,1,7,2005
4/23/1991,23,4,1991
8/5/2003,5,8,2003
8/30/2005,30,8,2005
4/11/1995,11,4,1995
4/7/1998,7,4,1998
4/7/2015,7,4,2015
6/30/2005,30,6,2005
4/28/2006,28,4,2006
5/30/2006,30,5,2006
6/28/2006,28,6,2006
8/26/2008,26,8,2008
8/8/2005,8,8,2005
12/6/2006,6,12,2006
8/1/2004,1,8,2004
11/5/2002,5,11,2002
2/28/2006,28,2,2006
3/1/1995,1,3,1995
7/12/2005,12,7,2005
1/1/2004,1,1,2004
12/17/1989,17,12,1989
6/29/1995,29,6,1995
5/4/2004,4,5,2004
3/1/1998,1,3,1998
12/8/1987,8,12,1987
5/1/2001,1,5,2001
8/1/2000,1,8,2000
7/17/1989,17,7,1989
7/1/2006,1,7,2006
6/6/2006,6,6,2006
2/1/1998,1,2,1998
5/1/1996,1,5,1996
8/8/2006,8,8,2006
1/30/2003,30,1,2003
8/10/2004,10,8,2004
4/17/1991,17,4,1991
6/1/2002,1,6,2002
3/1/2001,1,3,2001
5/3/2005,3,5,2005
10/25/1991,25,10,1991
3/1/2002,1,3,2002
1/17/1996,17,1,1996
7/1/2005,1,7,2005
11/28/2000,28,11,2000
6/27/2006,27,6,2006
2/28/2002,28,2,2002
10/13/2002,13,10,2002
11/30/2006,30,11,2006
5/17/2006,17,5,2006
12/1/2005,1,12,2005
5/1/2006,1,5,2006
2/1/2007,1,2,2007
9/11/2003,11,9,2003
1/1/2006,1,1,2006
10/10/1997,10,10,1997
9/14/2004,14,9,2004
4/1/1995,1,4,1995
6/5/2003,5,6,2003
10/30/2001,30,10,2001
2/1/2001,1,2,2001
3/2/2004,2,3,2004
9/25/1963,25,9,1963
1/31/1980,31,1,1980
3/13/2007,13,3,2007
8/1/2001,1,8,2001
5/28/1996,28,5,1996
9/6/1979,6,9,1979
3/28/2006,28,3,2006
4/6/2006,6,4,2006
9/12/1955,12,9,1955
7/29/2003,29,7,2003
1/21/1981,21,1,1981
5/7/1991,7,5,1991
11/12/2010,12,11,2010
7/12/1979,12,7,1979
10/5/1999,5,10,1999
10/3/2006,3,10,2006
8/12/2003,12,8,2003
10/31/2006,31,10,2006
5/1/1991,1,5,1991
7/27/2004,27,7,2004
12/15/2003,15,12,2003
12/27/2005,27,12,2005
9/20/2005,20,9,2005
4/12/2004,12,4,2004
6/15/1987,15,6,1987
11/1/2000,1,11,2000
4/1/1982,1,4,1982
1/7/2003,7,1,2003
3/18/2003,18,3,2003
1/10/2006,10,1,2006
4/1/1991,1,4,1991
11/7/2006,7,11,2006
9/13/1991,13,9,1991
1/1/2003,1,1,2003
8/1/2005,1,8,2005
11/1/2000,1,11,2000
9/10/2002,10,9,2002
10/3/1990,3,10,1990
7/2/1991,2,7,1991
7/25/2006,25,7,2006
9/1/2003,1,9,2003
1/7/2003,7,1,2003
9/10/2004,10,9,2004
9/1/2006,1,9,2006
9/27/1979,27,9,1979
4/1/2001,1,4,2001
10/1/2006,1,10,2006
4/20/2011,20,4,2011
3/4/2003,4,3,2003
2/1/1999,1,2,1999
9/1/1999,1,9,1999
12/1/1963,1,12,1963
6/10/2002,10,6,2002
12/4/1995,4,12,1995
7/3/1998,3,7,1998
11/1/2003,1,11,2003
1/12/1998,12,1,1998
11/5/2002,5,11,2002
12/31/2002,31,12,2002
9/19/2006,19,9,2006
1/1/1981,1,1,1981
6/13/2005,13,6,2005
4/4/2006,4,4,2006
1/13/1994,13,1,1994
8/3/2004,3,8,2004
10/31/2006,31,10,2006
12/31/2000,31,12,2000
1/6/2004,6,1,2004
5/23/2006,23,5,2006
7/21/1998,21,7,1998
10/1/2005,1,10,2005
2/13/2001,13,2,2001
7/8/2003,8,7,2003
10/1/1999,1,10,1999
1/25/1999,25,1,1999
1/2/2008,2,1,2008
4/2/2007,2,4,2007
5/15/1992,15,5,1992
3/11/2003,11,3,2003
1/17/1970,17,1,1970
5/1/1999,1,5,1999
4/29/1998,29,4,1998
5/1/1995,1,5,1995
11/5/1988,5,11,1988
3/30/1991,30,3,1991
12/20/2002,20,12,2002
9/12/2006,12,9,2006
6/9/2009,9,6,2009
2/26/2002,26,2,2002
1/30/2007,30,1,2007
4/17/2007,17,4,2007
5/1/1997,1,5,1997
12/1/2006,1,12,2006
7/11/2006,11,7,2006
2/1/2006,1,2,2006
4/1/2005,1,4,2005
10/21/2004,21,10,2004
10/25/2005,25,10,2005
8/27/2002,27,8,2002
6/4/1997,4,6,1997
11/4/1977,4,11,1977
8/29/2006,29,8,2006
10/17/2006,17,10,2006
4/10/2007,10,4,2007
10/4/2005,4,10,2005
1/5/1988,5,1,1988
2/22/2005,22,2,2005
7/16/1992,16,7,1992
9/1/2006,1,9,2006
7/1/2005,1,7,2005
9/13/2006,13,9,2006
12/29/1993,29,12,1993
4/17/1979,17,4,1979
11/12/1997,12,11,1997
3/6/2003,6,3,2003
3/6/2007,6,3,2007
6/24/2003,24,6,2003
12/27/2005,27,12,2005
12/27/2005,27,12,2005
2/17/2001,17,2,2001
11/28/2006,28,11,2006
6/17/2002,17,6,2002
2/1/2007,1,2,2007
10/17/2006,17,10,2006
4/17/1992,17,4,1992
12/1/1992,1,12,1992
1/12/1980,12,1,1980
7/25/2006,25,7,2006
9/21/2004,21,9,2004
12/1/1991,1,12,1991
8/29/2006,29,8,2006
5/3/2005,3,5,2005
8/31/2004,31,8,2004
11/1/1993,1,11,1993
10/20/1999,20,10,1999
2/29/2000,29,2,2000
5/1/1999,1,5,1999
8/29/1985,29,8,1985
8/1/1999,1,8,1999
10/1/2002,1,10,2002
2/4/2003,4,2,2003
5/10/1995,10,5,1995
10/1/2004,1,10,2004
3/20/1974,20,3,1974
9/29/2006,29,9,2006
10/24/2006,24,10,2006
6/1/2005,1,6,2005
12/21/2004,21,12,2004
10/27/1992,27,10,1992
5/1/2007,1,5,2007
5/1/1989,1,5,1989
11/2/1998,2,11,1998
8/8/2006,8,8,2006
4/1/2003,1,4,2003
9/15/2010,15,9,2010
11/16/2000,16,11,2000
5/9/2006,9,5,2006
6/12/2000,12,6,2000
9/30/2003,30,9,2003
8/2/2001,2,8,2001
1/1/1991,1,1,1991
9/1/1993,1,9,1993
5/1/2006,1,5,2006
6/1/2004,1,6,2004
11/1/1995,1,11,1995
9/9/1985,9,9,1985
9/1/2000,1,9,2000
1/2/2008,2,1,2008
9/5/2002,5,9,2002
1/30/2003,30,1,2003
1/21/1994,21,1,1994
8/2/2005,2,8,2005
4/5/2005,5,4,2005
2/25/1997,25,2,1997
2/23/2001,23,2,2001
9/1/1993,1,9,1993
6/3/1996,3,6,1996
2/28/2012,28,2,2012
2/3/2005,3,2,2005
1/1/1985,1,1,1985
2/1/1996,1,2,1996
3/13/2003,13,3,2003
1/9/2007,9,1,2007
10/11/1989,11,10,1989
6/29/2007,29,6,2007
4/24/2007,24,4,2007
10/1/2002,1,10,2002
12/1/2001,1,12,2001
9/27/2005,27,9,2005
10/19/2006,19,10,2006
1/1/2003,1,1,2003
9/15/1990,15,9,1990
3/13/2007,13,3,2007
9/1/1984,1,9,1984
5/8/2007,8,5,2007
1/1/1995,1,1,1995
6/1/2005,1,6,2005
4/7/2005,7,4,2005
1/1/1994,1,1,1994
11/5/2002,5,11,2002
5/1/2001,1,5,2001
1/16/2007,16,1,2007
8/1/2006,1,8,2006
6/27/1991,27,6,1991
4/30/2003,30,4,2003
10/21/2003,21,10,2003
3/29/2001,29,3,2001
4/12/1996,12,4,1996
1/7/2003,7,1,2003
3/1/2005,1,3,2005
8/29/1996,29,8,1996
7/27/2004,27,7,2004
6/1/2005,1,6,2005
11/1/2001,1,11,2001
8/1/2006,1,8,2006
5/31/2005,31,5,2005
9/1/1994,1,9,1994
10/3/1990,3,10,1990
3/29/2006,29,3,2006
3/15/1995,15,3,1995
7/25/2006,25,7,2006
7/31/2001,31,7,2001
2/4/1986,4,2,1986
6/3/1989,3,6,1989
9/1/2006,1,9,2006
8/29/1995,29,8,1995
1/1/1992,1,1,1992
6/13/2005,13,6,2005
10/2/2001,2,10,2001
3/3/2003,3,3,2003
9/1/1987,1,9,1987
12/2/2003,2,12,2003
3/14/2001,14,3,2001
6/6/2006,6,6,2006
1/2/2002,2,1,2002
10/3/2003,3,10,2003
11/27/2003,27,11,2003
5/30/2006,30,5,2006
7/3/2006,3,7,2006
8/30/2002,30,8,2002
3/1/1992,1,3,1992
3/6/2001,6,3,2001
3/21/2000,21,3,2000
12/1/2001,1,12,2001
11/7/2006,7,11,2006
11/18/2002,18,11,2002
9/30/2004,30,9,2004
9/8/2006,8,9,2006
10/6/1997,6,10,1997
7/5/2006,5,7,2006
2/11/2004,11,2,2004
9/26/1995,26,9,1995
5/13/1999,13,5,1999
1/1/2003,1,1,2003
6/17/2002,17,6,2002
5/28/2002,28,5,2002
10/12/2004,12,10,2004
3/3/1994,3,3,1994
8/27/1996,27,8,1996
12/7/2000,7,12,2000
2/6/2007,6,2,2007
9/17/2000,17,9,2000
1/1/1999,1,1,1999
1/24/2002,24,1,2002
7/3/2007,3,7,2007
10/11/2016,11,10,2016
10/19/2003,19,10,2003
7/1/2005,1,7,2005
4/7/2003,7,4,2003
2/5/2001,5,2,2001
11/29/2004,29,11,2004
10/21/2004,21,10,2004
9/1/2001,1,9,2001
9/1/2000,1,9,2000
8/22/2006,22,8,2006
1/16/2001,16,1,2001
1/28/1999,28,1,1999
6/3/2002,3,6,2002
1/11/1958,11,1,1958
4/5/2001,5,4,2001
6/13/2006,13,6,2006
9/1/1996,1,9,1996
10/15/1997,15,10,1997
1/27/2004,27,1,2004
8/1/2006,1,8,2006
8/30/2006,30,8,2006
5/31/2005,31,5,2005
10/1/1999,1,10,1999
9/1/1984,1,9,1984
11/25/1999,25,11,1999
11/25/1999,25,11,1999
1/21/1997,21,1,1997
10/17/1999,17,10,1999
3/2/2000,2,3,2000
11/28/2006,28,11,2006
6/23/2003,23,6,2003
1/23/2007,23,1,2007
1/20/1998,20,1,1998
8/26/1976,26,8,1976
7/1/2003,1,7,2003
9/14/2006,14,9,2006
9/12/1996,12,9,1996
10/5/1999,5,10,1999
1/1/1999,1,1,1999
9/17/2002,17,9,2002
1/1/1973,1,1,1973
3/15/1988,15,3,1988
5/31/2005,31,5,2005
4/3/1997,3,4,1997
2/1/1994,1,2,1994
11/12/1977,12,11,1977
6/13/1993,13,6,1993
11/1/2003,1,11,2003
10/1/2002,1,10,2002
9/24/1999,24,9,1999
9/15/1999,15,9,1999
10/1/2006,1,10,2006
7/13/2004,13,7,2004
11/27/2008,27,11,2008
11/1/2005,1,11,2005
4/23/1989,23,4,1989
2/1/2006,1,2,2006
10/1/2004,1,10,2004
3/1/2000,1,3,2000
9/12/2000,12,9,2000
9/18/2001,18,9,2001
11/27/1988,27,11,1988
9/7/2006,7,9,2006
6/24/2003,24,6,2003
6/28/2005,28,6,2005
6/6/2002,6,6,2002
6/3/2003,3,6,2003
6/1/1991,1,6,1991
7/6/1999,6,7,1999
9/16/2002,16,9,2002
11/1/2006,1,11,2006
10/1/1992,1,10,1992
6/16/2003,16,6,2003
9/4/2001,4,9,2001
11/30/2004,30,11,2004
1/1/2009,1,1,2009
8/30/2011,30,8,2011
2/4/1999,4,2,1999
9/10/1997,10,9,1997
5/19/2003,19,5,2003
4/17/1992,17,4,1992
12/1/2006,1,12,2006
1/31/2006,31,1,2006
11/14/2006,14,11,2006
12/1/1992,1,12,1992
8/3/2004,3,8,2004
7/26/2005,26,7,2005
4/6/2004,6,4,2004
9/14/2000,14,9,2000
2/1/2003,1,2,2003
5/27/2003,27,5,2003
2/19/2004,19,2,2004
12/26/2006,26,12,2006
2/6/2007,6,2,2007
9/1/2002,1,9,2002
6/15/1986,15,6,1986
9/12/2006,12,9,2006
11/7/2005,7,11,2005
4/2/2019,2,4,2019
10/17/2004,17,10,2004
6/16/1998,16,6,1998
12/31/2001,31,12,2001
4/3/1991,3,4,1991
10/25/2005,25,10,2005
12/17/1995,17,12,1995
5/25/2000,25,5,2000
7/1/2001,1,7,2001
4/1/2001,1,4,2001
3/1/1987,1,3,1987
7/1/1991,1,7,1991
8/19/2009,19,8,2009
12/27/2005,27,12,2005
2/27/2003,27,2,2003
7/1/1999,1,7,1999
1/2/2007,2,1,2007
5/18/2006,18,5,2006
10/1/2004,1,10,2004
5/1/1998,1,5,1998
10/31/1992,31,10,1992
5/1/2003,1,5,2003
5/1/2004,1,5,2004
7/1/2006,1,7,2006
6/30/1998,30,6,1998
2/17/1998,17,2,1998
8/1/2005,1,8,2005
4/1/1999,1,4,1999
10/1/2005,1,10,2005
1/13/2007,13,1,2007
1/1/2004,1,1,2004
2/27/2007,27,2,2007
5/4/2006,4,5,2006
10/12/1984,12,10,1984
1/1/2003,1,1,2003
12/6/2007,6,12,2007
12/15/1987,15,12,1987
2/1/2001,1,2,2001
2/23/2004,23,2,2004
12/29/1998,29,12,1998
2/17/2004,17,2,2004
4/17/2001,17,4,2001
9/15/2003,15,9,2003
3/20/2007,20,3,2007
9/20/1997,20,9,1997
9/1/1995,1,9,1995
1/7/2003,7,1,2003
7/1/2003,1,7,2003
1/15/1997,15,1,1997
10/31/2006,31,10,2006
6/27/2006,27,6,2006
9/1/1996,1,9,1996
8/29/2006,29,8,2006
4/1/1999,1,4,1999
11/30/2006,30,11,2006
12/12/2000,12,12,2000
5/9/2006,9,5,2006
1/4/2005,4,1,2005
11/1/1998,1,11,1998
12/1/2005,1,12,2005
1/1/1981,1,1,1981
12/1/2005,1,12,2005
1/26/2005,26,1,2005
5/1/2001,1,5,2001
5/6/2004,6,5,2004
11/1/1999,1,11,1999
12/6/2001,6,12,2001
11/1/1998,1,11,1998
9/27/1999,27,9,1999
11/15/2006,15,11,2006
11/6/2004,6,11,2004
10/10/2000,10,10,2000
9/3/1998,3,9,1998
1/3/2007,3,1,2007
